1612053900000,33949.93000000,34134.33000000,33939.44000000,34066.84000000,455.72916900,1612054799999,15510860.24209016,15082,209.38287400,7125951.67972855,0
1612054800000,34066.84000000,34135.70000000,33957.70000000,34028.46000000,507.50081000,1612055699999,17284181.23888084,14961,223.51006200,7612163.08512673,0
1612055700000,34028.46000000,34220.00000000,33988.30000000,34084.30000000,478.51803500,1612056599999,16320203.64431432,14472,249.10022600,8495115.81326499,0
1612056600000,34083.19000000,34169.58000000,34062.60000000,34106.07000000,306.51013800,1612057499999,10457252.79868739,11185,152.60981700,5206504.60612465,0
1612057500000,34106.07000000,34249.99000000,33940.00000000,34194.00000000,574.57499300,1612058399999,19593718.84428140,15347,276.34696000,9421711.77190574,0
1612058400000,34193.29000000,34238.00000000,34072.47000000,34096.45000000,383.51575000,1612059299999,13100804.63799890,10998,173.29192200,5919174.22305570,0
1612059300000,34093.02000000,34111.76000000,33756.09000000,33882.40000000,964.44650400,1612060199999,32688990.49357073,20331,434.25587000,14721897.43932013,0
1612060200000,33882.41000000,33925.40000000,33681.00000000,33741.73000000,832.12652200,1612061099999,28094325.94032750,17701,345.34302900,11658918.67991151,0
1612061100000,33741.95000000,33825.00000000,33717.07000000,33750.00000000,463.92415900,1612061999999,15669656.46582101,11437,253.24497600,8554046.48559092,0
1612062000000,33748.69000000,33940.16000000,33655.00000000,33940.16000000,546.30133500,1612062899999,18468708.65601887,14994,298.70927400,10100598.06673915,0
1612062900000,33940.16000000,34027.55000000,33876.30000000,33989.08000000,530.27404600,1612063799999,17994153.56691129,14563,253.78527400,8612235.58423896,0
1612063800000,33987.42000000,34042.00000000,33939.22000000,34026.32000000,473.89462900,1612064699999,16113124.88790206,11690,283.66062500,9644661.41733519,0
1612064700000,34026.61000000,34029.23000000,33850.00000000,33930.21000000,429.54671200,1612065599999,14582125.56707839,10920,183.31868900,6225517.39208202,0
1612065600000,33930.22000000,34127.65000000,33794.27000000,34035.36000000,636.45640100,1612066499999,21623281.17070678,15431,327.41212800,11124247.98072741,0
1612066500000,34038.49000000,34094.60000000,33921.79000000,33922.85000000,366.90788600,1612067399999,12477526.33732541,10866,190.28636200,6470879.11647236,0
1612067400000,33924.57000000,33986.17000000,33821.61000000,33880.77000000,435.76920300,1612068299999,14774818.74634797,11445,181.08566500,6139977.63414084,0
1612068300000,33880.76000000,34075.32000000,33871.13000000,34034.31000000,366.81826100,1612069199999,12462597.16325791,10117,202.75247800,6887540.25360194,0
1612069200000,34034.30000000,34056.64000000,33885.01000000,33960.80000000,449.67214600,1612070099999,15269722.19035875,15253,202.12934600,6863732.38859231,0
1612070100000,33953.92000000,33960.81000000,33768.70000000,33820.00000000,459.06799400,1612070999999,15533222.57467447,16079,225.50125500,7629975.98397901,0
1612071000000,33820.00000000,33874.70000000,33678.46000000,33697.94000000,586.81969600,1612071899999,19799805.08176892,18021,253.57943900,8557100.04419322,0
1612071900000,33696.90000000,33820.23000000,33687.79000000,33756.39000000,424.34678800,1612072799999,14326661.41182955,14524,220.53067800,7444716.53838427,0
1612072800000,33757.17000000,33850.00000000,33602.00000000,33844.82000000,638.69371300,1612073699999,21515862.17900483,13995,280.93937100,9464309.04669786,0
1612073700000,33844.82000000,33849.98000000,33655.58000000,33807.44000000,446.67895300,1612074599999,15082323.86070214,11685,230.89676100,7795666.89819216,0
1612074600000,33806.14000000,33857.88000000,33692.13000000,33752.23000000,334.58857300,1612075499999,11299477.76156152,9872,165.95143600,5604365.29939352,0
1612075500000,33752.22000000,33776.50000000,33571.42000000,33655.86000000,525.86435500,1612076399999,17702544.14308479,12238,252.53845200,8501823.02511933,0
1612076400000,33655.85000000,33790.00000000,33572.92000000,33781.31000000,393.54976500,1612077299999,13259268.31926267,12162,195.34444800,6582279.07742334,0
1612077300000,33783.28000000,33846.27000000,33733.39000000,33782.37000000,435.90238800,1612078199999,14734082.33165433,11894,230.11078900,7778724.58710672,0
1612078200000,33782.38000000,33782.38000000,33657.22000000,33716.10000000,349.52866300,1612079099999,11783593.23924575,10364,185.22343100,6244007.53660508,0
1612079100000,33716.09000000,33727.20000000,33450.00000000,33607.98000000,886.02389900,1612079999999,29738884.46349601,18570,375.70480600,12613167.23822699,0
1612080000000,33607.68000000,33761.82000000,33312.12000000,33761.82000000,1206.07488900,1612080899999,40425799.91343688,23830,594.99146700,19954509.47880030,0
1612080900000,33761.81000000,33832.94000000,33716.46000000,33747.70000000,468.62394600,1612081799999,15826827.35030210,12511,252.26721900,8519383.88113129,0
1612081800000,33747.71000000,33789.26000000,33550.00000000,33625.66000000,499.62021700,1612082699999,16831938.20331599,13320,273.11743000,9201152.93533276,0
1612082700000,33625.65000000,33625.65000000,33500.00000000,33596.72000000,537.48784600,1612083599999,18028016.47362146,12774,272.05404900,9124920.53331957,0
1612083600000,33596.72000000,33769.93000000,33531.27000000,33660.89000000,539.17420700,1612084499999,18161174.68512324,14889,256.16330200,8628594.41603657,0
1612084500000,33660.90000000,33660.90000000,33450.00000000,33518.91000000,597.43179100,1612085399999,20026997.54638425,15138,290.75237800,9747156.86041316,0
1612085400000,33518.91000000,33599.98000000,33420.00000000,33476.86000000,601.74277100,1612086299999,20152281.94509254,14388,311.59051900,10435205.11504338,0
1612086300000,33476.87000000,33524.98000000,33270.00000000,33301.70000000,701.64550800,1612087199999,23432828.28868825,17445,290.97443600,9720428.66836034,0
1612087200000,33300.01000000,33588.54000000,33205.00000000,33581.53000000,878.73990400,1612088099999,29340082.34338795,19530,412.40347900,13775279.83913831,0
1612088100000,33581.53000000,33615.01000000,33460.02000000,33606.40000000,531.93577100,1612088999999,17836451.86623863,15650,283.81601200,9517421.78797069,0
1612089000000,33606.40000000,33700.00000000,33580.17000000,33624.91000000,591.06971900,1612089899999,19875910.56101825,16372,318.25296600,10701527.19947056,0
1612089900000,33624.91000000,33744.88000000,33600.01000000,33653.68000000,542.26853300,1612090799999,18258698.34416201,14659,275.04729900,9261235.34796869,0
1612090800000,33652.23000000,33784.40000000,33533.33000000,33632.99000000,734.90773100,1612091699999,24732946.02038377,17828,365.79580500,12310924.81480994,0
1612091700000,33632.99000000,33737.83000000,33575.61000000,33653.39000000,379.90351100,1612092599999,12789664.53376444,12121,193.07770800,6500627.77062887,0
1612092600000,33653.40000000,33700.99000000,33509.20000000,33578.97000000,427.44876400,1612093499999,14360148.88784334,13611,196.26633300,6593916.20310915,0
1612093500000,33578.96000000,33623.13000000,33469.38000000,33563.23000000,422.91829600,1612094399999,14195793.81819939,13302,241.04686500,8091523.38620653,0
